  0.0000000000E+00   301.2057019    
  0.1400000000E-08   302.8618612    
  0.2800000000E-08   306.6876252    
  0.4200000000E-08   312.5962341    
  0.5600000000E-08   320.4585258    
  0.7000000000E-08   330.1052747    
  0.8400000000E-08   341.3310550    
  0.9800000000E-08   353.9001239    
  0.1120000000E-07   367.5521918    
  0.1260000000E-07   382.0084173    
  0.1400000000E-07   396.9785663    
  0.1540000000E-07   412.1681753    
  0.1680000000E-07   427.2853239    
  0.1820000000E-07   442.0476472    
  0.1960000000E-07   456.1890407    
  0.2100000000E-07   469.4655466    
  0.2240000000E-07   481.6607427    
  0.2380000000E-07   492.5904142    
  0.2520000000E-07   502.1061408    
  0.2660000000E-07   510.0979551    
  0.2800000000E-07   516.4959901    
  0.2940000000E-07   521.2709702    
  0.3080000000E-07   524.4336852    
  0.3220000000E-07   526.0334095    
  0.3360000000E-07   526.1552977    
  0.3500000000E-07   524.9169820    
  0.3640000000E-07   522.4643539    
  0.3780000000E-07   518.9666334    
  0.3920000000E-07   514.6110694    
  0.4060000000E-07   509.5972787    
  0.4200000000E-07   504.1313046    
  0.4340000000E-07   498.4198070    
  0.4480000000E-07   492.6644312    
  0.4620000000E-07   487.0563576    
  0.4760000000E-07   481.7714159    
  0.4900000000E-07   476.9658547    
  0.5040000000E-07   472.7726738    
  0.5180000000E-07   469.2987857    
  0.5320000000E-07   466.6231187    
  0.5460000000E-07   464.7954900    
  0.5600000000E-07   463.8363612    
  0.5740000000E-07   463.7375563    
  0.5880000000E-07   464.4637415    
  0.6020000000E-07   465.9546265    
  0.6160000000E-07   468.1279037    
  0.6300000000E-07   470.8827264    
  0.6440000000E-07   474.1035924    
  0.6580000000E-07   477.6645753    
  0.6720000000E-07   481.4337221    
  0.6860000000E-07   485.2774721    
  0.7000000000E-07   489.0649867    
  0.7140000000E-07   492.6722336    
  0.7280000000E-07   495.9857307    
  0.7420000000E-07   498.9058455    
  0.7560000000E-07   501.3495111    
  0.7700000000E-07   503.2523494    
  0.7840000000E-07   504.5701640    
  0.7980000000E-07   505.2796814    
  0.8120000000E-07   505.3786071    
  0.8260000000E-07   504.8850705    
  0.8400000000E-07   503.8363630    
  0.8540000000E-07   502.2870705    
  0.8680000000E-07   500.3067936    
  0.8820000000E-07   497.9773975    
  0.8960000000E-07   495.3898797    
  0.9100000000E-07   492.6411292    
  0.9240000000E-07   489.8305711    
  0.9380000000E-07   487.0567279    
  0.9520000000E-07   484.4139891    
  0.9660000000E-07   481.9896338    
  0.9800000000E-07   479.8610620    
  0.9940000000E-07   478.0934750    
  0.1008000000E-06   476.7380833    
  0.1022000000E-06   475.8307294    
  0.1036000000E-06   475.3910663    
  0.1050000000E-06   475.4223712    
  0.1064000000E-06   475.9118422    
  0.1078000000E-06   476.8314030    
  0.1092000000E-06   478.1390676    
  0.1106000000E-06   479.7807011    
  0.1120000000E-06   481.6921123    
  0.1134000000E-06   483.8014828    
  0.1148000000E-06   486.0319839    
  0.1162000000E-06   488.3044719    
  0.1176000000E-06   490.5402277    
  0.1190000000E-06   492.6636185    
  0.1204000000E-06   494.6045796    
  0.1218000000E-06   496.3008699    
  0.1232000000E-06   497.7000078    
  0.1246000000E-06   498.7608320    
  0.1260000000E-06   499.4546631    
  0.1274000000E-06   499.7660012    
  0.1288000000E-06   499.6927642    
  0.1302000000E-06   499.2460915    
  0.1316000000E-06   498.4496814    
  0.1330000000E-06   497.3387080    
  0.1344000000E-06   495.9584078    
  0.1358000000E-06   494.3623337    
  0.1372000000E-06   492.6103363    
  0.1386000000E-06   490.7664145    
  0.1400000000E-06   488.8964594    
