  0.0000000000E+00   301.2057019    
  0.2500000000E-08   302.4508759    
  0.5000000000E-08   305.2727047    
  0.7500000000E-08   309.4857951    
  0.1000000000E-07   314.8236522    
  0.1250000000E-07   320.9568077    
  0.1500000000E-07   327.5177282    
  0.1750000000E-07   334.1272053    
  0.2000000000E-07   340.4202715    
  0.2250000000E-07   346.0716912    
  0.2500000000E-07   350.8170400    
  0.2750000000E-07   354.4684168    
  0.3000000000E-07   356.9245889    
  0.3250000000E-07   358.1735751    
  0.3500000000E-07   358.2884691    
  0.3750000000E-07   357.4172758    
  0.4000000000E-07   355.7669366    
  0.4250000000E-07   353.5837822    
  0.4500000000E-07   351.1319850    
  0.4750000000E-07   348.6713830    
  0.5000000000E-07   346.4371385    
  0.5250000000E-07   344.6225031    
  0.5500000000E-07   343.3657981    
  0.5750000000E-07   342.7429855    
  0.6000000000E-07   342.7657958    
  0.6250000000E-07   343.3853129    
  0.6500000000E-07   344.5008008    
  0.6750000000E-07   345.9723216    
  0.7000000000E-07   347.6360203    
  0.7250000000E-07   349.3208356    
  0.7500000000E-07   350.8646530    
  0.7750000000E-07   352.1287860    
  0.8000000000E-07   353.0096572    
  0.8250000000E-07   353.4463626    
  0.8500000000E-07   353.4240362    
  0.8750000000E-07   352.9728275    
  0.9000000000E-07   352.1624931    
  0.9250000000E-07   351.0937628    
  0.9500000000E-07   349.8871797    
  0.9750000000E-07   348.6704288    
  0.1000000000E-06   347.5658301    
  0.1025000000E-06   346.6787936    
  0.1050000000E-06   346.0883271    
  0.1075000000E-06   345.8407157    
  0.1100000000E-06   345.9464284    
  0.1125000000E-06   346.3806234    
  0.1150000000E-06   347.0871913    
  0.1175000000E-06   347.9854547    
  0.1200000000E-06   348.9790796    
  0.1225000000E-06   349.9662160    
  0.1250000000E-06   350.8496160    
  0.1275000000E-06   351.5460590    
  0.1300000000E-06   351.9940343    
  0.1325000000E-06   352.1589167    
  0.1350000000E-06   352.0354623    
  0.1375000000E-06   351.6472608    
  0.1400000000E-06   351.0433394    
  0.1425000000E-06   350.2924947    
  0.1450000000E-06   349.4757719    
  0.1475000000E-06   348.6780034    
  0.1500000000E-06   347.9793241    
  0.1525000000E-06   347.4473228    
  0.1550000000E-06   347.1307328    
  0.1575000000E-06   347.0552240    
  0.1600000000E-06   347.2215116    
  0.1625000000E-06   347.6060720    
  0.1650000000E-06   348.1642450    
  0.1675000000E-06   348.8352600    
  0.1700000000E-06   349.5488102    
  0.1725000000E-06   350.2323582    
  0.1750000000E-06   350.8183928    
  0.1775000000E-06   351.2510894    
  0.1800000000E-06   351.4915608    
  0.1825000000E-06   351.5212412    
  0.1850000000E-06   351.3432631    
  0.1875000000E-06   350.9815336    
  0.1900000000E-06   350.4777700    
  0.1925000000E-06   349.8869216    
  0.1950000000E-06   349.2712674    
  0.1975000000E-06   348.6939852    
  0.2000000000E-06   348.2128399    
  0.2025000000E-06   347.8744532    
  0.2050000000E-06   347.7099205    
  0.2075000000E-06   347.7320878    
  0.2100000000E-06   347.9346336    
  0.2125000000E-06   348.2932031    
  0.2150000000E-06   348.7682748    
  0.2175000000E-06   349.3094433    
  0.2200000000E-06   349.8607921    
  0.2225000000E-06   350.3666222    
  0.2250000000E-06   350.7770382    
  0.2275000000E-06   351.0528932    
  0.2300000000E-06   351.1694611    
  0.2325000000E-06   351.1186246    
  0.2350000000E-06   350.9093706    
  0.2375000000E-06   350.5664828    
  0.2400000000E-06   350.1277359    
  0.2425000000E-06   349.6398287    
  0.2450000000E-06   349.1534538    
  0.2475000000E-06   348.7181325    
  0.2500000000E-06   348.3772344    
